outcome,model,term,coef,se,pvalue,bh_global,bh_within_model
struct_flag,M3 agent × reviews_bucket,C(agent)[T.OpenAI_Codex]:C(reviews_bucket)[T.4+],-0.2665198858586489,0.45935360364631295,0.5617754600316542,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Go],-19.11966439348367,29232.05950289609,0.9994781317430584,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Go],1.5660717834624358,32663.28117001694,0.9999617446731652,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Go],-19.741790255065705,29232.059513792836,0.9994611509174604,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Go],-19.066447953348785,29232.05950250796,0.9994795842772769,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Java],-20.856004903083274,29232.05951706902,0.9994307386077018,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Java],-1.3918286072089308,32663.28119764975,0.9999660010104338,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Java],-41.944750933870104,41340.642655211675,0.9991904561398833,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Java],-21.012329313677434,29232.05951626491,0.9994264717580775,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Other],-20.843779369477314,29232.059494494417,0.9994310723012337,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Other],0.5909344953276439,32663.281161223236,0.9999855649067246,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Other],-18.91280860996072,29232.059503539745,0.9994837778386193,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Other],-20.648285266186626,29232.05949439854,0.9994364082813222,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Python],-19.689758903073496,29232.059495744394,0.999462571104542,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Python],1.1403824879634963,32663.281162477684,0.9999721432278696,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Python],-19.672464572116343,29232.059504719942,0.9994630431506991,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Python],-19.419486404583058,29232.059495528887,0.9994699481490988,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.TypeScript],-20.587311773864755,29232.059494287747,0.9994380725429863,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.TypeScript],0.8566217418015395,32663.28116095331,0.9999790748131278,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.TypeScript],-19.294189745282903,29232.05950324697,0.9994733681015021,False,False
struct_flag,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.TypeScript],-21.20535203726856,29232.05949420763,0.9994212032335125,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Copilot]:C(stars_bucket)[T.Q2],-0.19120630809412834,0.5902863344995873,0.7459976288252441,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Cursor]:C(stars_bucket)[T.Q2],-0.2613223386946726,0.6005165045739292,0.6634443890559496,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Devin]:C(stars_bucket)[T.Q2],0.7021433349859209,0.5509613318257386,0.20252284076152105,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.OpenAI_Codex]:C(stars_bucket)[T.Q2],-0.40185170812338566,0.5141740828683157,0.4344802776063357,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Copilot]:C(stars_bucket)[T.Q3],1.5564620208973652,0.6820943214957543,0.02249602502323104,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Cursor]:C(stars_bucket)[T.Q3],1.7389367570198246,0.6928388146474718,0.012077492328335057,False,True
struct_flag,M5 agent × stars_bucket,C(agent)[T.Devin]:C(stars_bucket)[T.Q3],2.1172546597297734,0.6860649936929508,0.0020281106124007205,False,True
struct_flag,M5 agent × stars_bucket,C(agent)[T.OpenAI_Codex]:C(stars_bucket)[T.Q3],0.41572724337937916,0.6690832026725987,0.5343768389449726,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Copilot]:C(stars_bucket)[T.Q4],0.007566029902842131,0.3753770887669229,0.9839190779035389,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Cursor]:C(stars_bucket)[T.Q4],-0.22398732913638855,0.3977185155218459,0.5733119512742022,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.Devin]:C(stars_bucket)[T.Q4],0.6476866744488354,0.38368447450697996,0.09139758057928574,False,False
struct_flag,M5 agent × stars_bucket,C(agent)[T.OpenAI_Codex]:C(stars_bucket)[T.Q4],-1.069165800228614,0.36045103756989466,0.0030151541417721027,False,True
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.chore],0.21562349214185395,474712.2802729885,0.9999996375854123,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.chore],25.02775349093148,513646.49797011906,0.9999611225654745,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.chore],24.864873305642746,500564.78692698537,0.999960366172318,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.chore],22.735443841507742,477589.18021639826,0.9999620170213884,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.ci],-24.61179168767294,623310.2328595693,0.9999684950325521,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.ci],26.731323203410412,636299.5915821963,0.9999664803964207,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.ci],-0.09401367249708335,646092.2880461275,0.9999998838988498,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.ci],-0.11558625744946134,610933.4731137928,0.9999998490433176,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.docs],0.2779903095744049,413620.3547844609,0.9999994637493694,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.docs],25.026445756653377,457780.26794840884,0.9999563803508601,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.docs],23.13181461024421,443052.09034568636,0.9999583423300902,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.docs],22.723868015436413,416919.0256027418,0.9999565118828145,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.feat],-25.57327546047405,363704.2248454665,0.9999438980351385,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.feat],-0.9740415148949776,413233.2743167759,0.9999981192882214,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.feat],-1.516782879106917,396855.2885335637,0.9999969504812553,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.feat],-2.793210202944462,367451.2745774381,0.9999939348168038,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.fix],-25.164739484179517,363704.2248458249,0.9999447942703895,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.fix],-0.4992496254839312,413233.2743171519,0.9999990360322053,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.fix],-0.6579502438662139,396855.28853395215,0.999998677179424,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.fix],-1.2604638703554087,367451.2745778304,0.999997263025791,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.other],1.4191482421811006e-12,1.1847362486836417e-07,0.9999904424594659,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.other],-0.011981545499986852,295643.5854237865,0.999999967664138,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.other],7.152094587802298e-13,5.880749455904475e-08,0.9999902962268812,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.other],4.1503090574275844e-14,4.1488273225901495e-09,0.9999920183047837,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.perf],-24.56800073847901,823460.0343232113,0.9999761950457107,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.perf],26.328985009874103,799468.8920752158,0.9999737231919272,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.perf],-0.19333577824132026,817398.748831634,0.999999811279828,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.perf],24.332719772999557,776794.1874023409,0.9999750066340082,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.refactor],-0.8999992077594394,451656.958618652,0.9999984100865515,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.refactor],0.09178759416984146,505288.42579219776,0.9999998550611878,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.refactor],24.44785127664225,478756.06014826585,0.9999592557364936,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.refactor],22.97392783780042,454679.76014581556,0.9999596847189567,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.revert],-18.54086311699547,402070.63280014397,0.9999632067920088,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.revert],-5.475316581208324e-14,4.164102967185029e-09,0.9999895087354949,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.revert],6.049602837147029,418106.3899876768,0.9999884553672984,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.revert],6.248924558402588,403958.6822234936,0.9999876573505014,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.style],-24.38423179611444,326917.60996865627,0.9999404871396772,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.style],0.08757217628257039,282732.79217971413,0.9999997528674093,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.style],0.06385316197513194,249070.88095373116,0.9999997954499864,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.style],24.08774938346294,124740.07774226497,0.9998459256754848,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Copilot]:C(task_type)[T.test],-24.3218142839043,674115.4784858448,0.9999712126472051,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Cursor]:C(task_type)[T.test],0.3045383601712423,719784.3901058747,0.9999996624177196,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.Devin]:C(task_type)[T.test],0.19396142817509693,692951.8615553792,0.999999776667273,False,False
text_flag_strict,M1 agent × task_type,C(agent)[T.OpenAI_Codex]:C(task_type)[T.test],0.20154283331422573,665190.7282805884,0.9999997582529218,False,False
text_flag_strict,M2 agent × has_tests_in_pr,C(agent)[T.Copilot]:has_tests_in_pr,-0.8809110426496484,0.868415883061079,0.31039743279862864,False,False
text_flag_strict,M2 agent × has_tests_in_pr,C(agent)[T.Cursor]:has_tests_in_pr,-0.5329296914730491,0.9644412922978811,0.5805519476439324,False,False
text_flag_strict,M2 agent × has_tests_in_pr,C(agent)[T.Devin]:has_tests_in_pr,-0.46080622416791195,0.8831635580468632,0.6018320768463843,False,False
text_flag_strict,M2 agent × has_tests_in_pr,C(agent)[T.OpenAI_Codex]:has_tests_in_pr,-3.5210380731850623,1.0580976902678825,0.0008756421085291321,False,True
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Copilot]:C(reviews_bucket)[T.1],-0.16110729058934503,1.051180284070043,0.8781906925461337,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Cursor]:C(reviews_bucket)[T.1],-0.3665583892430789,1.1153072493521103,0.7424116689773022,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Devin]:C(reviews_bucket)[T.1],-0.26410262616316355,1.0428087270040878,0.8000666460712994,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.OpenAI_Codex]:C(reviews_bucket)[T.1],0.0796512246004651,1.0014265406286609,0.9366048979977489,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Copilot]:C(reviews_bucket)[T.2-3],23.401194652163873,91836.56377876659,0.9997966882584999,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Cursor]:C(reviews_bucket)[T.2-3],24.96613950134573,91836.5637790273,0.9997830918733682,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Devin]:C(reviews_bucket)[T.2-3],23.94568900305232,91836.56377881444,0.9997919576413721,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.OpenAI_Codex]:C(reviews_bucket)[T.2-3],24.681514356592906,91836.56377876457,0.9997855647228621,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Copilot]:C(reviews_bucket)[T.4+],-2.7399485415211178,1.1652811021292944,0.01870694761396158,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Cursor]:C(reviews_bucket)[T.4+],-24.028216788588523,63233.233011913566,0.9996968090697775,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.Devin]:C(reviews_bucket)[T.4+],-0.7315492714119446,1.1525579607952634,0.5256123588827335,False,False
text_flag_strict,M3 agent × reviews_bucket,C(agent)[T.OpenAI_Codex]:C(reviews_bucket)[T.4+],-0.7262077815450169,1.3803391517843555,0.5988130139894896,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Go],-27.139064632896858,1595720.6157854619,0.9999864300552052,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Go],-26.613995905592656,1787475.0521968787,0.999988120171855,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Go],-26.240108377643207,1712531.71712976,0.999987774487831,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Go],-51.02255505345953,1595815.3295059064,0.9999744894611737,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Java],-25.544845401521517,1791976.3055855231,0.9999886260562209,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Java],-0.22382651167228848,2001468.758258953,0.9999999107716685,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Java],0.44463900038548526,2458594.9595949575,0.9999998557018951,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Java],-0.3139226314204547,1783109.639774576,0.999999859529658,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Other],-25.73137562069338,1595720.615785336,0.9999871339211063,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Other],-1.572624881783195,1770408.222160741,0.999999291252098,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Other],-0.10775588043971036,1692394.5314938587,0.9999999491981617,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Other],-24.458499544062263,1595720.615785356,0.9999877703784906,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.Python],-25.81427023817311,1613710.7129795332,0.9999872363692545,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.Python],26.31935362999465,1784019.993114761,0.9999882289402631,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.Python],25.043264591257163,1706628.6394222032,0.9999882917503509,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.Python],-1.3691068371698938,1610809.2209680208,0.9999993218382455,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Copilot]:C(lang_c)[T.TypeScript],-26.931780051788266,1595720.6157850805,0.9999865337006462,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Cursor]:C(lang_c)[T.TypeScript],-1.2522419648952232,1770408.2221602635,0.9999994356417251,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.Devin]:C(lang_c)[T.TypeScript],-1.4180413553409297,1692394.5314935893,0.9999993314600804,False,False
text_flag_strict,M4 agent × lang_c,C(agent)[T.OpenAI_Codex]:C(lang_c)[T.TypeScript],-27.214602763648926,1595720.6157851478,0.9999863922849918,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Copilot]:C(stars_bucket)[T.Q2],-23.943818775103257,77326.55494707591,0.9997529386504403,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Cursor]:C(stars_bucket)[T.Q2],0.9738084396436474,1.892302094388635,0.6068215650195112,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Devin]:C(stars_bucket)[T.Q2],-23.640270142746942,40124.2634179453,0.9995299052527803,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.OpenAI_Codex]:C(stars_bucket)[T.Q2],-2.228599075916803,1.3368346777659408,0.09550017583795431,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Copilot]:C(stars_bucket)[T.Q3],-2.248539847996431,1.6329472391105282,0.16851764397412683,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Cursor]:C(stars_bucket)[T.Q3],0.21481788812064465,1.7488841130203416,0.9022406070774784,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.Devin]:C(stars_bucket)[T.Q3],-0.2845153740465792,1.3898058744397492,0.83779408942496,False,False
text_flag_strict,M5 agent × stars_bucket,C(agent)[T.OpenAI_Codex]:C(stars_bucket)[T.Q3],-1.0495367032592102,1.3836876675868792,0.4481475579665246,False,False
